6708;13032;OFF;ON
6661;13012;OFF;ON
6630;13004;OFF;ON
6702;12988;OFF;ON
7352;12972;OFF;ON
6645;12960;OFF;ON
6455;12948;OFF;ON
6747;12940;OFF;ON
6745;12916;OFF;ON
6313;12920;OFF;ON
6538;12908;OFF;ON
6699;12904;OFF;ON
6637;12896;OFF;ON
6517;12884;OFF;ON
6670;12884;OFF;ON
6385;12876;OFF;ON
6545;12868;OFF;ON
6786;12868;OFF;ON
7015;12848;OFF;ON
6594;12852;OFF;ON
6743;12852;OFF;ON
6556;12852;OFF;ON
6766;12832;OFF;ON
7997;12824;OFF;ON
6662;12832;OFF;ON
7080;12816;OFF;ON
6601;12828;OFF;ON
6582;12820;OFF;ON
6507;12820;OFF;ON
9333;12756;OFF;ON
7886;12780;OFF;ON
9677;12720;OFF;ON
9507;12720;OFF;ON
9139;12748;OFF;ON
8284;12732;OFF;ON
6966;12776;OFF;ON
7390;12776;OFF;ON
6883;12788;OFF;ON
6601;12780;OFF;ON
6881;12780;OFF;ON
7052;12780;OFF;ON
6820;12784;OFF;ON
6638;12792;OFF;ON
7495;12776;OFF;ON
7863;12780;OFF;ON
6581;12784;OFF;ON
6968;12776;OFF;ON
7253;12772;OFF;ON
7317;12764;OFF;ON
6774;12772;OFF;ON
6845;12768;OFF;ON
7034;12764;OFF;ON
6824;12768;OFF;ON
7453;12756;OFF;ON
7119;12760;OFF;ON
7267;12756;OFF;ON
7381;12744;OFF;ON
7089;12764;OFF;ON
8149;12740;OFF;ON
6874;12764;OFF;ON
7282;12752;OFF;ON
6866;12756;OFF;ON
6991;12744;OFF;ON
7084;12744;OFF;ON
7357;12740;OFF;ON
7121;12744;OFF;ON
7300;12744;OFF;ON
7145;12756;OFF;ON
7763;12720;OFF;ON
6889;12744;OFF;ON
7207;12748;OFF;ON
7095;12744;OFF;ON
7571;12688;OFF;ON
7044;12748;OFF;ON
6746;12736;OFF;ON
6947;12744;OFF;ON
7127;12744;OFF;ON
6595;12752;OFF;ON
6705;12756;OFF;ON
6766;12752;OFF;ON
7015;12744;OFF;ON
7209;12724;OFF;ON
7093;12740;OFF;ON
7081;12728;OFF;ON
6622;12748;OFF;ON
6715;12744;OFF;ON
6683;12740;OFF;ON
6756;12744;OFF;ON
8054;12700;OFF;ON
7173;12724;OFF;ON
6465;12744;OFF;ON
6743;12744;OFF;ON
7005;12728;OFF;ON
7122;12732;OFF;ON
7428;12748;OFF;ON
7364;12724;OFF;ON
3579;12824;OFF;ON
3706;12836;OFF;ON
3543;12844;OFF;ON
3715;12848;OFF;ON
3538;12856;OFF;ON
3653;12856;OFF;ON
4767;12856;OFF;ON
3607;12864;OFF;ON
4407;12828;OFF;ON
5065;12816;OFF;ON
4609;12844;OFF;ON
5073;12816;OFF;ON
5212;12816;OFF;ON
3658;12860;OFF;ON
4345;12848;OFF;ON
4051;12848;OFF;ON
4166;12852;OFF;ON
3970;12848;OFF;ON
3735;12848;OFF;ON
4837;12848;OFF;ON
4650;12840;OFF;ON
3581;12868;OFF;ON
3662;12864;OFF;ON
3483;12864;OFF;ON
3703;12868;OFF;ON
3569;12868;OFF;ON
3668;12872;OFF;ON
3557;12868;OFF;ON
3811;12868;OFF;ON
3806;12864;OFF;ON
864;12956;OFF;ON
4875;12932;OFF;ON
5428;12904;OFF;ON
7177;12836;OFF;ON
7307;12824;OFF;ON
7213;12816;OFF;ON
7029;12804;OFF;ON
7151;12800;OFF;ON
7082;12788;OFF;ON
5715;12812;OFF;ON
5800;12808;OFF;ON
5921;12792;OFF;ON
6853;12776;OFF;ON
6782;12752;OFF;ON
6598;12760;OFF;ON
6715;12768;OFF;ON
7704;12724;OFF;ON
7490;12732;OFF;ON
7297;12732;OFF;ON
6889;12740;OFF;ON
6903;12736;OFF;ON
7008;12740;OFF;ON
7089;12732;OFF;ON
6975;12732;OFF;ON
7703;12728;OFF;ON
7086;12732;OFF;ON
7076;12728;OFF;ON
7026;12720;OFF;ON
6854;12728;OFF;ON
7161;12732;OFF;ON
7194;12720;OFF;ON
7351;12708;OFF;ON
7019;12724;OFF;ON
7517;12716;OFF;ON
7601;12684;OFF;ON
7883;12684;OFF;ON
6988;12716;OFF;ON
7192;12716;OFF;ON
7203;12712;OFF;ON
7602;12712;OFF;ON
7076;12716;OFF;ON
7335;12712;OFF;ON
ø¿÷ûëµ
