619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
620;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
533;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
534;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
619;12732;OFF;ON
1361;12712;OFF;ON
1686;12700;OFF;ON
1658;12692;OFF;ON
2322;12680;OFF;ON
3459;12640;OFF;ON
3497;12636;OFF;ON
3292;12624;OFF;ON
3318;12620;OFF;ON
3358;12620;OFF;ON
3135;12612;OFF;ON
3300;12604;OFF;ON
3554;12596;OFF;ON
3261;12596;OFF;ON
3469;12588;OFF;ON
2855;12600;OFF;ON
2856;12596;OFF;ON
3577;12580;OFF;ON
3472;12580;OFF;ON
3416;12576;OFF;ON
3445;12572;OFF;ON
3356;12572;OFF;ON
3330;12568;OFF;ON
3361;12568;OFF;ON
3343;12564;OFF;ON
3387;12564;OFF;ON
3332;12560;OFF;ON
3379;12560;OFF;ON
3382;12556;OFF;ON
3367;12556;OFF;ON
3415;12552;OFF;ON
3423;12552;OFF;ON
3456;12552;OFF;ON
3444;12548;OFF;ON
3390;12548;OFF;ON
3421;12548;OFF;ON
3416;12548;OFF;ON
3378;12544;OFF;ON
3437;12544;OFF;ON
3409;12544;OFF;ON
3375;12544;OFF;ON
3515;12544;OFF;ON
3447;12540;OFF;ON
3452;12540;OFF;ON
3360;12540;OFF;ON
3420;12540;OFF;ON
3478;12540;OFF;ON
3838;12532;OFF;ON
3239;12540;OFF;ON
3023;12548;OFF;ON
2896;12552;OFF;ON
2904;12552;OFF;ON
2958;12552;OFF;ON
2900;12552;OFF;ON
2893;12552;OFF;ON
2895;12552;OFF;ON
2897;12552;OFF;ON
3388;12544;OFF;ON
3332;12544;OFF;ON
3151;12540;OFF;ON
2905;12552;OFF;ON
2897;12552;OFF;ON
2894;12552;OFF;ON
2893;12552;OFF;ON
2894;12552;OFF;ON
2904;12552;OFF;ON
2894;12552;OFF;ON
3000;12552;OFF;ON
2903;12552;OFF;ON
2906;12552;OFF;ON
3404;12540;OFF;ON
3423;12540;OFF;ON
3337;12540;OFF;ON
3378;12540;OFF;ON
3372;12540;OFF;ON
3415;12536;OFF;ON
3374;12536;OFF;ON
3389;12536;OFF;ON
3375;12536;OFF;ON
3315;12536;OFF;ON
3380;12536;OFF;ON
3364;12536;OFF;ON
3353;12532;OFF;ON
3395;12536;OFF;ON
3349;12536;OFF;ON
3439;12532;OFF;ON
3336;12532;OFF;ON
3312;12532;OFF;ON
3369;12532;OFF;ON
3354;12532;OFF;ON
3331;12532;OFF;ON
3376;12532;OFF;ON
3340;12532;OFF;ON
3352;12532;OFF;ON
3452;12532;OFF;ON
3595;12528;OFF;ON
3450;12528;OFF;ON
3412;12532;OFF;ON
3464;12528;OFF;ON
3528;12528;OFF;ON
3395;12528;OFF;ON
3391;12532;OFF;ON
3414;12528;OFF;ON
3388;12532;OFF;ON
3328;12532;OFF;ON
3503;12524;OFF;ON
3401;12528;OFF;ON
3392;12532;OFF;ON
3419;12532;OFF;ON
3367;12532;OFF;ON
3343;12528;OFF;ON
3288;12528;OFF;ON
3353;12532;OFF;ON
3299;12532;OFF;ON
3334;12532;OFF;ON
3192;12540;OFF;ON
2896;12536;OFF;ON
3152;12544;OFF;ON
3434;12532;OFF;ON
3449;12532;OFF;ON
3439;12532;OFF;ON
3439;12528;OFF;ON
3434;12528;OFF;ON
3419;12528;OFF;ON
3425;12528;OFF;ON
3417;12528;OFF;ON
3394;12528;OFF;ON
3416;12528;OFF;ON
3409;12528;OFF;ON
3416;12528;OFF;ON
3505;12528;OFF;ON
3354;12528;OFF;ON
3321;12528;OFF;ON
3390;12528;OFF;ON
3370;12528;OFF;ON
3362;12528;OFF;ON
3390;12528;OFF;ON
3401;12528;OFF;ON
3405;12528;OFF;ON
3386;12528;OFF;ON
3417;12528;OFF;ON
3409;12528;OFF;ON
3333;12528;OFF;ON
3446;12528;OFF;ON
3358;12528;OFF;ON
3350;12528;OFF;ON
3356;12528;OFF;ON
3340;12528;OFF;ON
3355;12528;OFF;ON
3359;12528;OFF;ON
3328;12528;OFF;ON
3337;12528;OFF;ON
3305;12528;OFF;ON
3313;12528;OFF;ON
3344;12528;OFF;ON
3330;12528;OFF;ON
3348;12528;OFF;ON
3351;12528;OFF;ON
3473;12524;OFF;ON
3395;12528;OFF;ON
3405;12528;OFF;ON
3390;12528;OFF;ON
3387;12528;OFF;ON
3340;12528;OFF;ON
3453;12528;OFF;ON
3408;12528;OFF;ON
3337;12528;OFF;ON
3316;12528;OFF;ON
3382;12532;OFF;ON
3346;12528;OFF;ON
3356;12528;OFF;ON
3367;12528;OFF;ON
3395;12528;OFF;ON
3322;12528;OFF;ON
3430;12528;OFF;ON
3427;12528;OFF;ON
3436;12528;OFF;ON
3387;12524;OFF;ON
3402;12528;OFF;ON
3474;12528;OFF;ON
3437;12524;OFF;ON
3421;12524;OFF;ON
3426;12528;OFF;ON
3407;12528;OFF;ON
3398;12528;OFF;ON
3401;12528;OFF;ON
3506;12528;OFF;ON
3398;12528;OFF;ON
3372;12528;OFF;ON
3314;12528;OFF;ON
3346;12528;OFF;ON
3373;12528;OFF;ON
3407;12528;OFF;ON
3428;12528;OFF;ON
2916;12540;OFF;ON
3425;12532;OFF;ON
2896;12540;OFF;ON
3393;12532;OFF;ON
3352;12532;OFF;ON
3327;12532;OFF;ON
3024;12540;OFF;ON
3549;12528;OFF;ON
3437;12528;OFF;ON
3386;12528;OFF;ON
3643;12528;OFF;ON
3353;12528;OFF;ON
3374;12528;OFF;ON
3399;12528;OFF;ON
3392;12528;OFF;ON
3305;12528;OFF;ON
3352;12532;OFF;ON
3355;12528;OFF;ON
3340;12528;OFF;ON
3373;12528;OFF;ON
3366;12528;OFF;ON
3379;12528;OFF;ON
3328;12528;OFF;ON
3361;12528;OFF;ON
3383;12528;OFF;ON
3309;12528;OFF;ON
-222;12620;ON;ON
-209;12632;ON;ON
-203;12644;ON;ON
-198;12648;ON;ON
-192;12656;ON;ON
-188;12664;ON;ON
-184;12668;ON;ON
-180;12672;ON;ON
-177;12676;ON;ON
-172;12680;ON;ON
-169;12684;ON;ON
-167;12688;ON;ON
-164;12692;ON;ON
-161;12696;ON;ON
-160;12700;ON;ON
-154;12704;ON;ON
-155;12704;ON;ON
-154;12708;ON;ON
-151;12712;ON;ON
-149;12712;ON;ON
-148;12716;ON;ON
-157;12720;ON;ON
-152;12720;ON;ON
-150;12724;ON;ON
-151;12724;ON;ON
-148;12728;ON;ON
-139;12728;ON;ON
-147;12732;ON;ON
-137;12732;ON;ON
-139;12736;ON;ON
-132;12736;ON;ON
-138;12736;ON;ON
-139;12740;ON;ON
-132;12740;ON;ON
-136;12744;ON;ON
-135;12744;ON;ON
-133;12744;ON;ON
-132;12748;ON;ON
-131;12748;ON;ON
-130;12748;ON;ON
-128;12752;ON;ON
-128;12752;ON;ON
-127;12752;ON;ON
-125;12756;ON;ON
-124;12756;ON;ON
-107;12756;ON;ON
-110;12756;ON;ON
-109;12760;ON;ON
-106;12760;ON;ON
-103;12760;ON;ON
-104;12764;ON;ON
-104;12764;ON;ON
-118;12764;ON;ON
-115;12764;ON;ON
-110;12768;ON;ON
-114;12768;ON;ON
-114;12768;ON;ON
-110;12768;ON;ON
-109;12772;ON;ON
-112;12772;ON;ON
-108;12772;ON;ON
-107;12772;ON;ON
-97;12772;ON;ON
-109;12772;ON;ON
-106;12776;ON;ON
-108;12776;ON;ON
-107;12776;ON;ON
-107;12776;ON;ON
-106;12780;ON;ON
-105;12780;ON;ON
-105;12780;ON;ON
-92;12780;ON;ON
-104;12780;ON;ON
-102;12780;ON;ON
-102;12784;ON;ON
-101;12784;ON;ON
-100;12784;ON;ON
-100;12784;ON;ON
-99;12784;ON;ON
-99;12784;ON;ON
-98;12784;ON;ON
-97;12788;ON;ON
-97;12788;ON;ON
-96;12788;ON;ON
-96;12788;ON;ON
-95;12788;ON;ON
-92;12788;ON;ON
-95;12788;ON;ON
-94;12792;ON;ON
-91;12792;ON;ON
-92;12792;ON;ON
-92;12792;ON;ON
-79;12792;ON;ON
-76;12792;ON;ON
3397;12700;OFF;ON
3428;12688;OFF;ON
3391;12676;OFF;ON
3428;12668;OFF;ON
3466;12656;OFF;ON
2936;12660;OFF;ON
2992;12656;OFF;ON
2891;12648;OFF;ON
2896;12644;OFF;ON
2998;12640;OFF;ON
2885;12636;OFF;ON
2898;12628;OFF;ON
2890;12628;OFF;ON
2888;12620;OFF;ON
2890;12616;OFF;ON
2902;12616;OFF;ON
2887;12612;OFF;ON
2889;12608;OFF;ON
2898;12604;OFF;ON
3436;12588;OFF;ON
3503;12580;OFF;ON
3469;12576;OFF;ON
3505;12572;OFF;ON
3508;12572;OFF;ON
3509;12568;OFF;ON
3509;12564;OFF;ON
3512;12560;OFF;ON
3522;12560;OFF;ON
3519;12556;OFF;ON
3514;12552;OFF;ON
3514;12552;OFF;ON
3534;12548;OFF;ON
3515;12548;OFF;ON
2903;12560;OFF;ON
3019;12560;OFF;ON
2947;12560;OFF;ON
2905;12560;OFF;ON
3024;12560;OFF;ON
3014;12560;OFF;ON
3052;12556;OFF;ON
2901;12556;OFF;ON
3018;12560;OFF;ON
2996;12556;OFF;ON
3398;12548;OFF;ON
3451;12548;OFF;ON
3439;12544;OFF;ON
3301;12544;OFF;ON
2873;12552;OFF;ON
2992;12552;OFF;ON
2881;12552;OFF;ON
2876;12552;OFF;ON
3317;12544;OFF;ON
3335;12544;OFF;ON
3347;12540;OFF;ON
3354;12540;OFF;ON
2986;12540;OFF;ON
3160;12536;OFF;ON
3141;12548;OFF;ON
624;12600;OFF;ON
624;12612;OFF;ON
624;12620;OFF;ON
623;12624;OFF;ON
624;12632;OFF;ON
624;12636;OFF;ON
624;12640;OFF;ON
624;12644;OFF;ON
623;12648;OFF;ON
624;12648;OFF;ON
623;12652;OFF;ON
623;12656;OFF;ON

